name,detail_url,logo_url,slug,has_logo
Flora CBD,https://www.leafly.com/brands/flora-cbd,https://leafly-public.s3-us-west-2.amazonaws.com/brands/logos/rsCP15pUQSebuaogiCHY_Untitled-design-7.png,flora-cbd,yes
Flora Farms,https://www.leafly.com/brands/flora-farms,https://s3-us-west-2.amazonaws.com/leafly-public/PUiuqENJTIqJL730NC0C_44b28aa3-16c5-445a-93b2-dcc3863ded62,flora-farms,yes
Flora Hemp Spirits,https://www.leafly.com/brands/flora-hemp-spirits,https://leafly-public.s3-us-west-2.amazonaws.com/brands/logos/xTHzoUBQjygKQUN0adBV_FloraPrintLogo.png,flora-hemp-spirits,yes
Flora and Nirvana,https://www.leafly.com/brands/flora-and-nirvana,https://leafly-public.s3-us-west-2.amazonaws.com/brands/logos/79tAwBITiG5ABUCFY2ow_isla_500x500.49197075_8s20fdxt.jpg,flora-and-nirvana,yes
FloraCal Farms,https://www.leafly.com/brands/floracal-farms,https://leafly-public.s3-us-west-2.amazonaws.com/brands/logos/4sJ15I3S9ChUC77Q7YNA_FloraCal-Profile-Image-Icon.png,floracal-farms,yes
FloraFlex,https://www.leafly.com/brands/floraflex,https://leafly-public.s3-us-west-2.amazonaws.com/brands/logos/oG2HC2MpQ2CRBhLh0ksA_FloraFlex_logo_email-logo-copy.png,floraflex,yes
FloraVega,https://www.leafly.com/brands/floravega,https://leafly-public.s3-us-west-2.amazonaws.com/brands/logos/tKkkET98TpOWGeKv43Jz_FV%20Horizontal.jpg,floravega,yes
Floracy,https://www.leafly.com/brands/floracy,https://leafly-public.s3-us-west-2.amazonaws.com/brands/logos/KHVH7n2FRgGDFeevxEMV_Floracy_CDBOil.png,floracy,yes
Floraplex Terpenes,https://www.leafly.com/brands/floraplex-terpenes,https://leafly-public.s3-us-west-2.amazonaws.com/brands/logos/KcewVcwORfI2wCOuYIdC_Floraplex%20-%20New%20Logo%20Mark.jpg,floraplex-terpenes,yes
Floresense,https://www.leafly.com/brands/floresense,https://leafly-public.imgix.net/brands/brand-placeholder.svg,floresense,yes
Florigen Organics,https://www.leafly.com/brands/florigen-organics,https://leafly-public.imgix.net/brands/brand-placeholder.svg,florigen-organics,yes
Florist,https://www.leafly.com/brands/florist,https://leafly-public.imgix.net/brands/brand-placeholder.svg,florist,yes
Florist Farms,https://www.leafly.com/brands/florist-farms,https://s3-us-west-2.amazonaws.com/leafly-public/82ozx6QWRgqVUjtZIPLc_431ba1b9-09a0-4be8-ada1-aba3aca85674,florist-farms,yes
Flourish Cannabis,https://www.leafly.com/brands/flourish,https://leafly-public.imgix.net/brands/brand-placeholder.svg,flourish,yes
Flow Kana,https://www.leafly.com/brands/flow-kana,https://leafly-public.s3-us-west-2.amazonaws.com/brands/logos/k4Svg6Y4QoyHxt8g3DcH_Big%20Logo.jpg,flow-kana,yes
Flower,https://www.leafly.com/brands/flower,https://leafly-public.imgix.net/brands/brand-placeholder.svg,flower,yes
Flower Co.,https://www.leafly.com/brands/flower-co,https://leafly-public.imgix.net/brands/brand-placeholder.svg,flower-co,yes
Flower Factory,https://www.leafly.com/brands/flower-factory,https://leafly-public.imgix.net/brands/brand-placeholder.svg,flower-factory,yes
Flower Mind,https://www.leafly.com/brands/flower-mind,https://s3-us-west-2.amazonaws.com/leafly-public/pSVi8rUwQwCXzrEAdADC_434cfb9d-22b8-48e3-8cd9-8edf7ce117dd,flower-mind,yes
Flower Moon Farms,https://www.leafly.com/brands/flower-moon-farms,https://leafly-public.imgix.net/brands/brand-placeholder.svg,flower-moon-farms,yes
Flower Of Life Organic Cannabis,https://www.leafly.com/brands/flower-of-life-organic-cannabis,https://leafly-public.s3-us-west-2.amazonaws.com/brands/logos/jrzHEdrtTpqNDFRiPm9B_Color-Logo-small.png,flower-of-life-organic-cannabis,yes
Flower One,https://www.leafly.com/brands/flower-one,https://leafly-public.imgix.net/brands/brand-placeholder.svg,flower-one,yes
Flower Potency  Testing,https://www.leafly.com/brands/flower-potency-testing,https://leafly-public.s3-us-west-2.amazonaws.com/brands/logos/jDoKYo14RLStcUWGxnMs_Untitled.png,flower-potency-testing,yes
Flower Power,https://www.leafly.com/brands/flower-power,https://leafly-public.imgix.net/brands/brand-placeholder.svg,flower-power,yes
Flower Union,https://www.leafly.com/brands/flower-union,https://s3-us-west-2.amazonaws.com/leafly-public/vrhvYdCYRFqcG5U8srns_bc4bd098-3ee5-44ee-947e-b8aa0668b643,flower-union,yes
Flower by Edie Parker,https://www.leafly.com/brands/edie-parker,https://leafly-public.s3-us-west-2.amazonaws.com/brands/logos/ZcMRhwx7QSifTGMvzRVs_flower-by-edie-parker-logo-01.png,edie-parker,yes
Flower of Life,https://www.leafly.com/brands/flower-of-life-cbd,https://leafly-public.imgix.net/brands/brand-placeholder.svg,flower-of-life-cbd,yes
Flowerade,https://www.leafly.com/brands/flowerade,https://leafly-public.s3-us-west-2.amazonaws.com/brands/logos/hf8wP6VVS2WkbRmdJuy0_logo.jpg,flowerade,yes
Flowerade CBD,https://www.leafly.com/brands/flowerade-cbd,https://leafly-public.s3-us-west-2.amazonaws.com/brands/logos/8A5BCrrRlmUdawHgQ4ck_logo-wood-color.jpeg,flowerade-cbd,yes
Flowermate,https://www.leafly.com/brands/flowermate,https://leafly-public.s3-us-west-2.amazonaws.com/brands/logos/UMDC3bHeRgyelz6Javkd_Flowermate.jpeg,flowermate,yes
Flowers on Saturn,https://www.leafly.com/brands/flowers-on-saturn,https://leafly-public.s3-us-west-2.amazonaws.com/brands/logos/oEmXKSyFQsy8mYzyl9Nr_Flowers-on-Saturn-Cannabis-Chocolate-(6).png,flowers-on-saturn,yes
Flowersmith,https://www.leafly.com/brands/flowersmith,https://leafly-public.s3-us-west-2.amazonaws.com/brands/logos/OQLM0YNOTsuFg5WRrYr4_Screen-Shot-2022-07-01-at-12.38.33-PM.png,flowersmith,yes
Flowettes,https://www.leafly.com/brands/flowettes,https://leafly-public.s3-us-west-2.amazonaws.com/brands/logos/mtakgMioQUiG0t2ilqyv_Flowettes-filtered-1g-18-pre-rolls-CBD-&-Gift-Value-(3).jpg,flowettes,yes
Flowhub,https://www.leafly.com/brands/flowhub,https://leafly-public.s3-us-west-2.amazonaws.com/brands/logos/geFrQvxQJyT7ZeOELnQu_social2.png,flowhub,yes
Flowr,https://www.leafly.com/brands/flowr,https://leafly-public.s3-us-west-2.amazonaws.com/brands/logos/L76byjbSjqIOlc6NAGc4_FLW_011_01052021_Flowr_LeaflyAssets_1.jpg,flowr,yes
Fluent Cannabis Care,https://www.leafly.com/brands/fluent,https://leafly-public.s3-us-west-2.amazonaws.com/brands/logos/5SRG2A1LSmtrfBo0E1XT_Fluent%20Logo_White%20on%20Black.jpg,fluent,yes
Flurish Group,https://www.leafly.com/brands/flurish-group,https://leafly-public.s3-us-west-2.amazonaws.com/brands/logos/YsQqgHLzT6q5t77PVrT0_logoblack.jpg,flurish-group,yes
Flux by Infinite,https://www.leafly.com/brands/flux-by-infinite,https://leafly-public.s3-us-west-2.amazonaws.com/brands/logos/Tdiss8vTJqYqM5uEPIKw_20160504_FluxLogo-01.jpg,flux-by-infinite,yes
Flyers Cocktail Co,https://www.leafly.com/brands/flyers-cocktail-co,https://leafly-public.s3-us-west-2.amazonaws.com/brands/logos/EKtcBRQsqGfx3iWKP1wy_Leafly.png,flyers-cocktail-co,yes
Flying Bud Farms,https://www.leafly.com/brands/flying-bud-farms,https://leafly-public.imgix.net/brands/brand-placeholder.svg,flying-bud-farms,yes
Flying Dutchman,https://www.leafly.com/brands/flying-dutchman,https://leafly-public.imgix.net/brands/brand-placeholder.svg,flying-dutchman,yes
Flying High,https://www.leafly.com/brands/flying-high,https://leafly-public.imgix.net/brands/brand-placeholder.svg,flying-high,yes
Flying Monkey,https://www.leafly.com/brands/flying-monkey,https://leafly-public.s3-us-west-2.amazonaws.com/brands/logos/JL9HbENHQs2LoI9XtOBS_FM_Logo_IG.jpg,flying-monkey,yes
Flying Tiger Farm,https://www.leafly.com/brands/flying-tiger-farm,https://leafly-public.s3-us-west-2.amazonaws.com/brands/logos/QQB7UUrT1uQqyh2dgShJ_ftfLogoS.jpg,flying-tiger-farm,yes
FlyingTiger,https://www.leafly.com/brands/flyingtiger,https://leafly-public.imgix.net/brands/brand-placeholder.svg,flyingtiger,yes
Flyte Concentrates,https://www.leafly.com/brands/flyte-concentrates,https://leafly-public.imgix.net/brands/brand-placeholder.svg,flyte-concentrates,yes
Focus North,https://www.leafly.com/brands/focus-north,https://leafly-public.imgix.net/brands/brand-placeholder.svg,focus-north,yes
Focus V,https://www.leafly.com/brands/focus-v,https://leafly-public.imgix.net/brands/brand-placeholder.svg,focus-v,yes
Focused Labs,https://www.leafly.com/brands/focused-labs,https://leafly-public.imgix.net/brands/brand-placeholder.svg,focused-labs,yes
Fog City Farms,https://www.leafly.com/brands/fog-city-farms,https://leafly-public.imgix.net/brands/brand-placeholder.svg,fog-city-farms,yes
"Fogg Flavor Labs, LLC",https://www.leafly.com/brands/fogg-flavor-labs-llc,https://leafly-public.s3-us-west-2.amazonaws.com/brands/logos/wL1OOAyASTsHuVXdmqA5_foggportrait.jpg,fogg-flavor-labs-llc,yes
Foggy Acres,https://www.leafly.com/brands/foggy-acres,https://leafly-public.imgix.net/brands/brand-placeholder.svg,foggy-acres,yes
Foliage Wellness,https://www.leafly.com/brands/foliage-wellness,https://leafly-public.s3-us-west-2.amazonaws.com/brands/logos/qt2s7XwrT36wf8R8nZSX_Foliage-Full-Color.jpg,foliage-wellness,yes
Folium Biosciences,https://www.leafly.com/brands/folium-biosciences,https://leafly-public.s3-us-west-2.amazonaws.com/brands/logos/YzxtlWl2Rlud1ZzRriOC_Folium.png,folium-biosciences,yes
Folium Farms,https://www.leafly.com/brands/folium-farms,https://leafly-public.imgix.net/brands/brand-placeholder.svg,folium-farms,yes
For Play,https://www.leafly.com/brands/for-play,https://leafly-public.s3-us-west-2.amazonaws.com/brands/logos/6zBFAk6TiWIkwKYmdpk7_ForPlay-Logo_clear12.png,for-play,yes
For Practice (Do Not Use),https://www.leafly.com/brands/for-practice-do-not-use,https://leafly-public.imgix.net/brands/brand-placeholder.svg,for-practice-do-not-use,yes
For the Love of Charlie,https://www.leafly.com/brands/for-the-love-of-charlie,https://leafly-public.imgix.net/brands/brand-placeholder.svg,for-the-love-of-charlie,yes
Foray,https://www.leafly.com/brands/foray,https://leafly-public.s3-us-west-2.amazonaws.com/brands/logos/oUhjlYhRZe8MK6NCcRwg_67671037_476283473213943_7036743618832367616_n.jpg,foray,yes
Forbidden Farms,https://www.leafly.com/brands/forbidden-farms,https://leafly-public.s3-us-west-2.amazonaws.com/brands/logos/403ZoWT1T2qms9DQfp0H_pasted_image_at_2017_07_05_10_04_am_720.png,forbidden-farms,yes
Forbidden Flowers,https://www.leafly.com/brands/forbidden-flowers,https://leafly-public.imgix.net/brands/brand-placeholder.svg,forbidden-flowers,yes
Forbidden Fruit,https://www.leafly.com/brands/forbidden-fruit,https://leafly-public.s3-us-west-2.amazonaws.com/brands/logos/2mPfC685RhOrVkyBMtts_sticker-round.png,forbidden-fruit,yes
Fore River Refinery,https://www.leafly.com/brands/fore-river-refinery,https://leafly-public.imgix.net/brands/brand-placeholder.svg,fore-river-refinery,yes
Foreign Genetics,https://www.leafly.com/brands/foreign-genetics,https://leafly-public.imgix.net/brands/brand-placeholder.svg,foreign-genetics,yes
Foreman Farms,https://www.leafly.com/brands/foreman-farms,https://leafly-public.s3-us-west-2.amazonaws.com/brands/logos/X4weJ6fqT2mwVZWnRJxB_logo.jpg,foreman-farms,yes
Forest Brothers,https://www.leafly.com/brands/forest-brothers,https://leafly-public.imgix.net/brands/brand-placeholder.svg,forest-brothers,yes
Forest Nymph Botanicals,https://www.leafly.com/brands/forest-nymph-botanicals,https://leafly-public.s3-us-west-2.amazonaws.com/brands/logos/M1U8OyzwTMuvTDkRxWEv_forest-nymph_grande.jpg,forest-nymph-botanicals,yes
Forest Remedies,https://www.leafly.com/brands/forest-remedies,https://leafly-public.s3-us-west-2.amazonaws.com/brands/logos/bu0Bu9fQjSVevMftTxB5_forest_remedies_cbd.gif,forest-remedies,yes
Forever Dank Farms,https://www.leafly.com/brands/forever-dank-farms,https://leafly-public.s3-us-west-2.amazonaws.com/brands/logos/8XuXOFMZShegW6T4Z3KQ_forever-dank_orig.png,forever-dank-farms,yes
Forever Green Indoors,https://www.leafly.com/brands/forever-green-indoors,https://leafly-public.s3-us-west-2.amazonaws.com/brands/logos/WMDPXHQ4TuGlwrhG5o8t_AAEAAQAAAAAAAAMIAAAAJGE5NDY5MzBlLTU0NTAtNDA2Mi1hZTgyLWFmOGEwMTg1NWUwMg.png,forever-green-indoors,yes
"Forge Hemp Company - Premium HHC, CBD, THCV, CBN & Delta-8 THC",https://www.leafly.com/brands/forge-hemp-company,https://leafly-public.s3-us-west-2.amazonaws.com/brands/logos/DrIaGjjoS5OljeqBY8gB_Forge-Hemp-Company.png,forge-hemp-company,yes
Foria,https://www.leafly.com/brands/foria,https://leafly-public.s3-us-west-2.amazonaws.com/brands/logos/rsIVsmsyR3WQ6ltES6gI_logo.png,foria,yes
Formline Supply,https://www.leafly.com/brands/formline-supply,https://leafly-public.s3-us-west-2.amazonaws.com/brands/logos/NgGHbGrZTjyPkNeATyeg_FORMLINE%20LOGO%202.png,formline-supply,yes
Formula 420,https://www.leafly.com/brands/formula-420,https://leafly-public.imgix.net/brands/brand-placeholder.svg,formula-420,yes
Forte Cannabis,https://www.leafly.com/brands/forte-cannabis,https://leafly-public.imgix.net/brands/brand-placeholder.svg,forte-cannabis,yes
Forte Farms,https://www.leafly.com/brands/forte-farms,https://leafly-public.s3-us-west-2.amazonaws.com/brands/logos/SqAdCNJzSc6KT8YB0Eaw_logo_black_copy.png,forte-farms,yes
Forty to Five,https://www.leafly.com/brands/forty-to-five,https://leafly-public.imgix.net/brands/brand-placeholder.svg,forty-to-five,yes
Forward Grow,https://www.leafly.com/brands/forward-grow,https://leafly-public.imgix.net/brands/brand-placeholder.svg,forward-grow,yes
ForwardGro,https://www.leafly.com/brands/forwardgro,https://leafly-public.s3-us-west-2.amazonaws.com/brands/logos/P73HM0MGTCXGYjz1Z5yb_ForwardGroLogo_Web.png,forwardgro,yes
Fossil Fuel CBD,https://www.leafly.com/brands/fossil-fuel-cbd,https://leafly-public.imgix.net/brands/brand-placeholder.svg,fossil-fuel-cbd,yes
Foundation Holistic LLC,https://www.leafly.com/brands/foundation-holistic-llc,https://leafly-public.s3-us-west-2.amazonaws.com/brands/logos/NV4del7VQ7CewZgd9ylb_TROGfoundationsmallclearbackground.png,foundation-holistic-llc,yes
"Foundations Insurance & Financial Services, LLC",https://www.leafly.com/brands/foundations-insurance,https://leafly-public.s3-us-west-2.amazonaws.com/brands/logos/uk2GcOUPSbqX79qhCQoX_logo1.png,foundations-insurance,yes
Four County Farms,https://www.leafly.com/brands/four-county-farms,https://leafly-public.imgix.net/brands/brand-placeholder.svg,four-county-farms,yes
"Four Season Farm, LLC",https://www.leafly.com/brands/four-season-farm-llc,https://leafly-public.s3-us-west-2.amazonaws.com/brands/logos/zXHK4fTc6b3965nw4zvA_thumbnail%202.jpg,four-season-farm-llc,yes
Four Stones Botanicals,https://www.leafly.com/brands/four-stones-botanical,https://leafly-public.imgix.net/brands/brand-placeholder.svg,four-stones-botanical,yes
Four20,https://www.leafly.com/brands/four20,https://leafly-public.imgix.net/brands/brand-placeholder.svg,four20,yes
Fourdub,https://www.leafly.com/brands/fourdub,https://leafly-public.s3-us-west-2.amazonaws.com/brands/logos/vGr78gG3SbynQzOv4EMO_kolabear.png,fourdub,yes
Fourtwenty Collections,https://www.leafly.com/brands/420-skincare,https://leafly-public.s3-us-west-2.amazonaws.com/brands/logos/Gmw6dicNRcGNWG43h2e3_Untitled%20design%2031.png,420-skincare,yes
Fox Cannabis,https://www.leafly.com/brands/fox-cannabis,https://leafly-public.imgix.net/brands/brand-placeholder.svg,fox-cannabis,yes
Fox Hollow Flora,https://www.leafly.com/brands/fox-hollow-flora,https://leafly-public.s3-us-west-2.amazonaws.com/brands/logos/ZuWZQeuCTPqqNGSz5Yzx_FoxHollowFlora.jpg,fox-hollow-flora,yes
Fox Private Reserve,https://www.leafly.com/brands/fox-private-reserve,https://leafly-public.imgix.net/brands/brand-placeholder.svg,fox-private-reserve,yes
Fox River Oils,https://www.leafly.com/brands/fox-river-oils,https://leafly-public.s3-us-west-2.amazonaws.com/brands/logos/sDeKBMKsRqahREGpadqb_foxriveroils-300x300.png,fox-river-oils,yes
Foxy,https://www.leafly.com/brands/foxy,https://leafly-public.imgix.net/brands/brand-placeholder.svg,foxy,yes
Fractal Farms,https://www.leafly.com/brands/fractal-farms,https://leafly-public.imgix.net/brands/brand-placeholder.svg,fractal-farms,yes
Fractal Infused,https://www.leafly.com/brands/fractal-infused,https://leafly-public.s3-us-west-2.amazonaws.com/brands/logos/lKmARtBEQuWODWjBO6Zw_LOGObigsquare.png,fractal-infused,yes
FrankWax,https://www.leafly.com/brands/frankwax,https://leafly-public.imgix.net/brands/brand-placeholder.svg,frankwax,yes
Frankie Smoke,https://www.leafly.com/brands/frankie-smoke,https://leafly-public.imgix.net/brands/brand-placeholder.svg,frankie-smoke,yes
Franklin Fields,https://www.leafly.com/brands/franklin-fields,https://leafly-public.imgix.net/brands/brand-placeholder.svg,franklin-fields,yes
Franny's Farmacy,https://www.leafly.com/brands/frannys-farmacy,https://leafly-public.s3-us-west-2.amazonaws.com/brands/logos/jaHSg69XTKbFtgtWNSyH_Frannys%20Banner.jpg,frannys-farmacy,yes
Fraser Farm Co,https://www.leafly.com/brands/fraser-farm-co,https://leafly-public.imgix.net/brands/brand-placeholder.svg,fraser-farm-co,yes
Fraser Scientific,https://www.leafly.com/brands/fraser-scientific,https://leafly-public.s3-us-west-2.amazonaws.com/brands/logos/btx6wb2CSiyMVu1RJCG0_rGbKHk_A.jpg,fraser-scientific,yes
Fred Green Consulting,https://www.leafly.com/brands/fred-green-consulting,https://leafly-public.s3-us-west-2.amazonaws.com/brands/logos/jziYvVLCSXOgR6nTqcnV_fredgreenconsulting.jpg,fred-green-consulting,yes
Freddy's Fuego,https://www.leafly.com/brands/freddy-s-fuego,https://leafly-public.s3-us-west-2.amazonaws.com/brands/logos/0ZhVFUe7SX2SdKuTwF7A_Untitled-1.jpg,freddy-s-fuego,yes
Free Rain Farms,https://www.leafly.com/brands/free-rain-farms,https://leafly-public.imgix.net/brands/brand-placeholder.svg,free-rain-farms,yes
Free Soul Seeds,https://www.leafly.com/brands/free-soul-seeds,https://leafly-public.imgix.net/brands/brand-placeholder.svg,free-soul-seeds,yes
Freedom Cannabis,https://www.leafly.com/brands/freedom-cannabis,https://leafly-public.imgix.net/brands/brand-placeholder.svg,freedom-cannabis,yes
Freedom Extracts,https://www.leafly.com/brands/freedom-extracts,https://leafly-public.s3-us-west-2.amazonaws.com/brands/logos/gN5y1XCNSbOUy3cYo9LO_FE-Logo-200x200.png,freedom-extracts,yes
Freedom Farms,https://www.leafly.com/brands/freedom-farms,https://leafly-public.imgix.net/brands/brand-placeholder.svg,freedom-farms,yes
Freedom Flower,https://www.leafly.com/brands/freedom-flower,https://leafly-public.imgix.net/brands/brand-placeholder.svg,freedom-flower,yes
Freedom Green,https://www.leafly.com/brands/freedom-green,https://leafly-public.imgix.net/brands/brand-placeholder.svg,freedom-green,yes
Freedom Pen,https://www.leafly.com/brands/freedom-pen,https://leafly-public.s3-us-west-2.amazonaws.com/brands/logos/0BdEZG4TSUzZl5ao7PaQ_4th%20Of%20July%20FP_5.jpg,freedom-pen,yes
Freeman Farms,https://www.leafly.com/brands/freeman-farms,https://leafly-public.imgix.net/brands/brand-placeholder.svg,freeman-farms,yes
Freestate Wellness,https://www.leafly.com/brands/freestate-wellness,https://leafly-public.imgix.net/brands/brand-placeholder.svg,freestate-wellness,yes
Fregrowli,https://www.leafly.com/brands/fregrowli,https://leafly-public.imgix.net/brands/brand-placeholder.svg,fregrowli,yes
Frenchy Cannoli,https://www.leafly.com/brands/frenchy-cannoli,https://leafly-public.imgix.net/brands/brand-placeholder.svg,frenchy-cannoli,yes
Fresh & Tasty,https://www.leafly.com/brands/fresh-tasty,https://leafly-public.imgix.net/brands/brand-placeholder.svg,fresh-tasty,yes
Fresh Baked,https://www.leafly.com/brands/fresh-baked,https://leafly-public.imgix.net/brands/brand-placeholder.svg,fresh-baked,yes
Fresh Cannabis,https://www.leafly.com/brands/fresh-cannabis,https://leafly-public.imgix.net/brands/brand-placeholder.svg,fresh-cannabis,yes
Fresh Coast Extracts,https://www.leafly.com/brands/fresh-coast-extracts,https://leafly-public.imgix.net/brands/brand-placeholder.svg,fresh-coast-extracts,yes
Fresh Hemp,https://www.leafly.com/brands/fresh-hemp,https://leafly-public.s3-us-west-2.amazonaws.com/brands/logos/yp1jW2wQqisaVTwA9VGA_Asset%201.png,fresh-hemp,yes
Fresh Kind Farms,https://www.leafly.com/brands/fresh-kind-farms,https://leafly-public.imgix.net/brands/brand-placeholder.svg,fresh-kind-farms,yes
Fresh Off The Bud Extractions,https://www.leafly.com/brands/fresh-off-the-bud-extractions,https://leafly-public.s3-us-west-2.amazonaws.com/brands/logos/zgbXVpqWQ0SzaXwMKrYK_Fresh-off-the-Bud_LOGO.jpg,fresh-off-the-bud-extractions,yes
Fresh Off The Hill,https://www.leafly.com/brands/fresh-off-the-hill,https://leafly-public.imgix.net/brands/brand-placeholder.svg,fresh-off-the-hill,yes
Freshleaf CBD,https://www.leafly.com/brands/freshleaf-cbd,https://leafly-public.s3-us-west-2.amazonaws.com/brands/logos/rQ9ANYyyT4uCvlJ15Y6b_fresh_leaf__logo_RGB_white.jpg,freshleaf-cbd,yes
Freshly Baked Company,https://www.leafly.com/brands/freshly-baked,https://leafly-public.s3-us-west-2.amazonaws.com/brands/logos/ajSIvRbJRnawFPk9bbhD_logo.png,freshly-baked,yes
Freya Farms,https://www.leafly.com/brands/freya-farms,https://leafly-public.imgix.net/brands/brand-placeholder.svg,freya-farms,yes
Friendly Brand,https://www.leafly.com/brands/friendly-farms,https://leafly-public.imgix.net/brands/brand-placeholder.svg,friendly-farms,yes
"Fritsch Milling & Sizing, Inc.",https://www.leafly.com/brands/fritsch-milling,https://leafly-public.s3-us-west-2.amazonaws.com/brands/logos/zihx3Q3KSxivOtwpbvm8_FRITSCH-FeedTheBeast-color.png,fritsch-milling,yes
Fritz's Cannabis Company,https://www.leafly.com/brands/fritzs-cannabis-company,https://leafly-public.imgix.net/brands/brand-placeholder.svg,fritzs-cannabis-company,yes
Frog Mountain,https://www.leafly.com/brands/frog-mountain,https://leafly-public.imgix.net/brands/brand-placeholder.svg,frog-mountain,yes
From the Soil (FTS),https://www.leafly.com/brands/from-the-soil,https://leafly-public.s3-us-west-2.amazonaws.com/brands/logos/XAzH6uhQTiLMpqrHGsjc_logo.jpg,from-the-soil,yes
Frontera Law,https://www.leafly.com/brands/frontera-law,https://cdn.filepicker.io/api/file/xS1NttkiSCa51rO9yORm,frontera-law,yes
Frontier Farmers,https://www.leafly.com/brands/frontier-farmers,https://leafly-public.imgix.net/brands/brand-placeholder.svg,frontier-farmers,yes
Frontier Farms,https://www.leafly.com/brands/frontier-farms,https://leafly-public.s3-us-west-2.amazonaws.com/brands/logos/kzMarRqJTnO5ULnROgGu_Happy_groundhogday_from_frontierfarms._It_looks_like_were_in_for_six_more_weeks_of_winter._thenewfrontier_oregonrecreati.jpg,frontier-farms,yes
"Frontier Grow Labs, LLC",https://www.leafly.com/brands/frontier-grow-labs-llc,https://leafly-public.imgix.net/brands/brand-placeholder.svg,frontier-grow-labs-llc,yes
Froot,https://www.leafly.com/brands/froot,https://leafly-public.imgix.net/brands/brand-placeholder.svg,froot,yes
Frost,https://www.leafly.com/brands/frost,https://leafly-public.imgix.net/brands/brand-placeholder.svg,frost,yes
Frost Factory,https://www.leafly.com/brands/frost-factory,https://leafly-public.imgix.net/brands/brand-placeholder.svg,frost-factory,yes
Frosted Flavors,https://www.leafly.com/brands/frosted-flavors,https://leafly-public.s3-us-west-2.amazonaws.com/brands/logos/MxxYfKXlTiM9bpfPt9US_BIG-Frosted-Flavors.PNG.png,frosted-flavors,yes
Frosted Flowers,https://www.leafly.com/brands/frosted-flowers,https://leafly-public.s3-us-west-2.amazonaws.com/brands/logos/fDWsZd59S9icaiuOqz6S_frosted_flowers_vector_logo-for-web.jpg,frosted-flowers,yes
Frosteez,https://www.leafly.com/brands/frosteez,https://leafly-public.imgix.net/brands/brand-placeholder.svg,frosteez,yes
Frosty Cannabis,https://www.leafly.com/brands/frosty-hemp-co,https://s3-us-west-2.amazonaws.com/leafly-public/ZDibmRqVQGy2Dwu6wyDV_85f33235-382f-4e6d-a811-2037759fddcf,frosty-hemp-co,yes
Frosty Farms,https://www.leafly.com/brands/frosty-farms,https://leafly-public.imgix.net/brands/brand-placeholder.svg,frosty-farms,yes
Frozen Budz,https://www.leafly.com/brands/frozen-budz,https://leafly-public.imgix.net/brands/brand-placeholder.svg,frozen-budz,yes
Fruit & Fuel,https://www.leafly.com/brands/fruit-fuel,https://leafly-public.imgix.net/brands/brand-placeholder.svg,fruit-fuel,yes
Fruit Slabs,https://www.leafly.com/brands/fruit-slabs,https://leafly-public.s3-us-west-2.amazonaws.com/brands/logos/FuSee0RL2GIX9GXkio3Q_450_fb1da726968f9708284f8433dd65d6fcdbc0975e.jpg,fruit-slabs,yes
Fruit of the Earth Natural Health,https://www.leafly.com/brands/fruit-of-the-earth-natural-health,https://leafly-public.s3-us-west-2.amazonaws.com/brands/logos/DhANVR4uSXmzJgAcEYPe_LeaflyLogo.jpg,fruit-of-the-earth-natural-health,yes
Fruit of the Root,https://www.leafly.com/brands/fruit-of-the-root,https://leafly-public.s3-us-west-2.amazonaws.com/brands/logos/dm5jb6XbQXm2Wv4joshM_the_fruit_of_the_root_overview_logo.png,fruit-of-the-root,yes
Fubar Pre-Rolls,https://www.leafly.com/brands/fubar-pre-rolls,https://leafly-public.imgix.net/brands/brand-placeholder.svg,fubar-pre-rolls,yes
Fuego,https://www.leafly.com/brands/fuego,https://leafly-public.imgix.net/brands/brand-placeholder.svg,fuego,yes
Fuego Farms,https://www.leafly.com/brands/fuego-farms,https://leafly-public.imgix.net/brands/brand-placeholder.svg,fuego-farms,yes
Fuehl Vape,https://www.leafly.com/brands/fuehl-vape,https://leafly-public.s3-us-west-2.amazonaws.com/brands/logos/fkg0QjKxQP6AUZuQL7uQ_Fuehl-warped-01.png,fuehl-vape,yes
Fuel Farms,https://www.leafly.com/brands/fuel-farms,https://leafly-public.imgix.net/brands/brand-placeholder.svg,fuel-farms,yes
Fugginhemp,https://www.leafly.com/brands/fugginhemp,https://leafly-public.s3-us-west-2.amazonaws.com/brands/logos/ZJ9lbP7iQpGa97nhj0jk_27750745_806144212907942_885465095823672153_n.jpg,fugginhemp,yes
Fulfillment Center,https://www.leafly.com/brands/fulfillment-center,https://leafly-public.imgix.net/brands/brand-placeholder.svg,fulfillment-center,yes
Full Bloom Cannabis,https://www.leafly.com/brands/full-bloom-cannabis,https://leafly-public.imgix.net/brands/brand-placeholder.svg,full-bloom-cannabis,yes
Full Circle Growers,https://www.leafly.com/brands/full-circle-growers,https://leafly-public.imgix.net/brands/brand-placeholder.svg,full-circle-growers,yes
Full Melt,https://www.leafly.com/brands/full-melt,https://leafly-public.s3-us-west-2.amazonaws.com/brands/logos/xKMI87ruSPCaSoqEj4Mc_FM_Logo_300X300.jpg,full-melt,yes
Full Spec,https://www.leafly.com/brands/full-spec,https://leafly-public.s3-us-west-2.amazonaws.com/brands/logos/SRyg0bCrTTuL64BG3dgp_Full-Spec-Logo-and-Wordmark---Planet-Square.png,full-spec,yes
